"location_id","observed_at","state","water_level","sensor"
"EX36","2021-09-28 08:03:11","no_flow",3.0036287274494,"X3"
"EX50","2021-10-22 09:57:18","flow",24.4221749409891,"X4"
"EX36","2021-10-12 13:20:22","wt",1.46249985158531,"X6"
"EX30","2021-09-21 11:15:02","flow",2.34314492350764,"X6"
"EX63","2021-10-20 13:48:02","no_flow",11.7262084874421,"X2"
"EX31","2021-09-28 08:31:36","no_flow",9.29395066975179,"X8"
"X12","2021-10-19 11:08:05","no_flow",1.38911276225845,"X6"
"EX56","2021-10-13 10:34:15","flow",5.47258008980309,"X3"
"EX58","2021-06-02 13:43:49","no_flow",14.0641114759978,"X2"
"EX34","2021-08-26 11:32:02","no_flow",12.5491922748933,"X2"
"EX6","2021-10-22 08:16:23","no_flow",6.37943483648502,"X7"
"X15","2021-10-19 08:45:14","wt",5.48306395970692,"X7"
"X4","2021-10-12 11:06:47","wt",12.2399181127301,"X2"
"EX71","2021-10-22 11:20:45","no_flow",12.6068535593644,"X2"
"EX60","2021-09-07 09:13:52","no_flow",23.0173363738749,"X4"
"X9","2021-08-26 12:38:00","wt",12.5596761447971,"X2"
"EX4","2021-09-18 11:42:23","no_flow",24.5060459002198,"X4"
"EX59","2021-10-20 14:05:03","no_flow",1.46249985158531,"X6"
"X14","2021-08-11 07:51:55","flow",4.86975757033244,"X7"
"EX73","2021-10-22 10:08:36","no_flow",1.55685468071984,"X6"
"X11","2021-08-26 11:48:58","wt",24.5479813798351,"X4"
"EX52","2021-07-23 09:18:43","no_flow",3.13991903619928,"X7"
"X12","2021-10-19 11:08:05","no_flow",23.3213686010861,"X4"
"EX32","2021-09-15 12:02:53","no_flow",11.5427407641249,"X2"
"EX62","2021-09-21 11:17:23","no_flow",6.4580638607638,"X7"
"EX1","2021-09-15 10:55:06","no_flow",NA,"X5"
"EX18","2021-06-02 11:56:59","no_flow",11.9673374952303,"X8"
"X10","2021-09-28 08:29:42","no_flow",1.91330625745031,"X6"
"EX13","2021-10-13 09:33:28","flow",NA,"X5"
"EX45","2021-09-21 12:01:46","no_flow",10.247982831001,"X8"
"EX17","2021-10-22 08:33:27","flow",1.76129014384467,"X6"
"X10","2021-10-06 12:40:20","flow",25.6959651343053,"X4"
"EX47","2021-09-21 12:05:04","wt",13.1572567293159,"X2"
"EX68","2021-08-18 09:18:41","flow",NA,"X6"
"EX2","2021-10-22 08:09:24","no_flow",6.40040257629269,"X7"
"X12","2021-10-22 09:01:09","no_flow",17.3612885607546,"X1"
"X14","2021-09-08 08:32:17","wt",NA,"X5"
"EX13","2021-07-23 07:09:42","no_flow",NA,"X6"
"EX55","2021-10-12 12:43:32","no_flow",12.2346761777782,"X2"
"EX57","2021-09-18 13:05:29","wt",10.567740863068,"X8"
"EX50","2021-09-21 12:13:54","flow",10.2532247659529,"X8"
"EX11","2021-08-26 10:14:59","no_flow",12.5858858195567,"X2"
"EX28","2021-10-20 13:32:48","no_flow",NA,"X5"
"EX58","2021-10-20 13:51:55","no_flow",23.0854815282498,"X4"
"X14","2021-08-26 12:29:29","flow",10.4052408795586,"X8"
"X3","2021-10-15 12:25:57","flow",NA,"X5"
"EX34","2021-10-12 13:22:00","no_flow",9.47217645811703,"X8"
"EX19","2021-09-28 09:34:33","no_flow",13.9645147119113,"X1"
"EX66","2021-08-26 12:09:43","flow",15.851611294602,"X1"
"X7","2021-09-18 12:04:47","wt",6.11733808888908,"X7"
"X11","2021-08-18 09:05:48","wt",26.0576586459877,"X4"
"X15","2021-08-12 11:28:55","wt",12.4653213156626,"X2"
"EX16","2021-10-20 13:08:25","no_flow",14.2370953294111,"X1"
"EX17","2021-10-12 12:24:04","no_flow",14.6197565809012,"X1"
"EX51","2021-07-23 08:59:15","no_flow",24.0133040147394,"X4"
"EX65","2021-08-26 11:56:42","no_flow",24.5322555749794,"X4"
"X4","2021-08-26 12:03:46","wt",10.4891118387893,"X8"
"EX18","2021-08-06 09:51:47","flow",6.07540260927373,"X7"
"EX31","2021-08-06 13:00:03","wt",NA,"X6"
"EX68","2021-09-18 13:24:36","flow",17.2145143821009,"X1"
"X1","2021-10-22 12:33:26","flow",17.0467724636395,"X1"
"EX10","2021-10-13 10:21:40","no_flow",27.263303684929,"X4"
"EX62","2021-09-28 09:59:12","no_flow",9.37257969403057,"X8"
"EX38","2021-09-28 10:16:38","no_flow",13.922579232296,"X1"
"EX13","2021-08-26 09:44:49","no_flow",4.64435436739994,"X7"
"EX27","2021-08-26 10:28:39","no_flow",10.4681440989816,"X8"
"EX73","2021-09-28 12:24:34","no_flow",13.922579232296,"X1"
"X12","2021-09-07 11:36:34","no_flow",9.93870866883779,"X8"
"X5","2021-08-04 11:08:40","flow",14.8451597838337,"X2"
"EX10","2021-06-02 11:18:05","no_flow",18.3782239414268,"X4"
"X3","2021-10-06 11:48:59","flow",11.0080633990292,"X8"
"X1","2021-07-27 08:56:58","flow",NA,"X3"
"EX60","2021-09-07 09:13:52","no_flow",11.8520149262881,"X2"
"EX43","2021-10-20 12:36:27","no_flow",3.24475773523765,"X3"
"EX30","2021-10-12 12:42:07","flow",9.44072484840552,"X8"
"X2","2021-09-21 12:29:12","flow",NA,"X5"
"EX58","2021-08-18 09:44:04","no_flow",14.0693534109497,"X2"
"X10","2021-09-01 10:23:41","flow",25.3762071022383,"X4"
"EX32","2021-08-18 08:36:52","flow",4.52378986350581,"X7"
"EX17","2021-09-21 09:53:37","flow",NA,"X3"
"EX69","2021-09-03 08:49:03","no_flow",10.5624989281161,"X8"
"X2","2021-07-23 08:43:40","no_flow",12.3342729418646,"X2"
"X2","2021-10-12 11:04:26","wt",3.08225775172818,"X3"
"EX41","2021-10-13 12:09:21","flow",12.2294342428262,"X8"
"EX44","2021-10-13 12:10:30","flow",12.1560471534994,"X8"
"EX36","2021-09-03 09:30:56","wt",3.2290319303819,"X3"
"EX18","2021-08-06 09:51:47","flow",22.3516106349812,"X1"
"EX38","2021-09-18 12:26:52","wt",17.2512079267643,"X1"
"EX58","2021-09-07 09:11:51","no_flow",3.83185444985254,"X7"
"EX22","2021-08-10 09:39:16","wt",NA,"X5"
"EX38","2021-09-21 12:52:29","wt",2.32217718369997,"X6"
"EX12","2021-08-18 08:10:11","no_flow",NA,"X6"
"X7","2021-09-07 08:35:24","no_flow",13.859676012873,"X1"
"X14","2021-10-13 11:42:12","flow",7.99919273662788,"X7"
"X5","2021-10-13 11:37:22","flow",NA,"X5"
"EX5","2021-09-21 09:19:53","wt",10.310886050424,"X8"
"X10","2021-09-08 08:17:11","no_flow",14.111288890565,"X1"
"EX36","2021-09-07 11:27:24","no_flow",NA,"X5"
"X1","2021-07-14 09:15:46","flow",6.02822519470647,"X3"
"EX69","2021-10-20 13:31:27","no_flow",3.2028222556223,"X3"
"EX66","2021-09-03 09:43:52","flow",15.3274177994102,"X1"
"EX21","2021-08-26 10:10:35","no_flow",4.4661285790347,"X7"
"EX57","2021-08-06 11:33:54","flow",21.7749977902701,"X1"
"EX25","2021-08-18 07:40:31","flow",26.0891102556992,"X4"
"EX50","2021-07-23 09:01:43","flow",3.22378999542998,"X7"
"EX29","2021-08-18 07:54:09","no_flow",19.6677399395988,"X1"
"X5","2021-08-06 11:43:57","flow",21.6858848960875,"X1"
"EX63","2021-08-18 10:03:41","flow",19.5576593056085,"X1"
"X1","2021-08-13 14:50:39","flow",NA,"X5"
"EX44","2021-08-10 11:16:05","wt",NA,"X6"
"EX69","2021-09-28 09:46:33","no_flow",NA,"X5"
"EX55","2021-09-07 09:08:35","no_flow",3.84233831975638,"X7"
"EX17","2021-06-02 11:52:48","no_flow",14.3681437032091,"X1"
"X9","2021-09-21 11:34:40","flow",13.1310470545563,"X2"
"EX55","2021-10-22 09:28:42","wt",17.2826595364758,"X1"
"X2","2021-09-03 09:41:00","wt",10.5887086028757,"X8"
"EX66","2021-08-06 12:15:21","flow",5.65080587816832,"X7"
"EX16","2021-08-26 09:18:55","no_flow",24.5060459002198,"X4"
"EX69","2021-07-23 07:42:25","no_flow",14.4520146624398,"X1"
"EX45","2021-09-15 12:09:12","no_flow",2.59999973615166,"X7"
"EX70","2021-10-22 11:22:23","no_flow",9.92298286398203,"X8"
"EX72","2021-06-11 11:41:51","wt",5.26290269172634,"X7"
"EX70","2021-07-23 08:02:30","no_flow",10.504837643645,"X8"
"EX20","2021-08-06 10:27:26","flow",NA,"X6"
"EX44","2021-10-20 12:33:41","no_flow",5.33104784610128,"X7"
"EX43","2021-09-07 11:23:08","no_flow",11.9096762107592,"X2"
"EX26","2021-09-18 12:18:52","flow",10.5939505378276,"X8"
"EX36","2021-06-11 08:54:59","flow",19.3270141677241,"X1"
"EX46","2021-09-15 12:40:53","no_flow",22.6451589922886,"X4"
"EX12","2021-09-07 08:19:56","no_flow",3.01411259735323,"X3"
"EX12","2021-08-18 08:10:11","no_flow",14.0536276060939,"X2"
"EX53","2021-10-22 09:26:59","wt",1.54112887586409,"X6"
"EX47","2021-08-10 11:25:25","wt",NA,"X5"
"EX36","2021-10-13 12:19:21","flow",15.4951597178716,"X2"
"EX62","2021-09-18 13:03:37","no_flow",2.29596750894038,"X6"
"EX23","2021-08-26 09:47:53","no_flow",24.5479813798351,"X4"
"X1","2021-09-02 11:57:33","flow",24.7891103876234,"X4"
"EX37","2021-09-07 11:26:18","no_flow",23.1064492680575,"X4"
"EX41","2021-08-06 12:26:11","flow",NA,"X6"
"EX15","2021-08-18 06:36:55","flow",NA,"X5"
"EX6","2021-10-22 08:16:23","no_flow",NA,"X3"
"EX37","2021-09-03 09:30:05","no_flow",6.14878969860059,"X7"
"EX19","2021-06-02 11:59:36","no_flow",18.3729820064749,"X4"
"X3","2021-10-22 10:57:33","flow",NA,"X3"
"EX27","2021-07-23 07:50:30","no_flow",12.3657245515761,"X2"
"EX24","2021-10-22 08:39:20","wt",1.76129014384467,"X6"
"X14","2021-07-20 12:30:52","flow",11.2020149922502,"X8"
"EX3","2021-09-28 09:21:13","no_flow",22.7709654311347,"X4"
"X4","2021-09-28 10:06:56","no_flow",13.9907243866709,"X1"
"X15","2021-07-28 13:22:07","flow",7.67943470456084,"X7"
"X14","2021-10-20 13:53:04","flow",11.7209665524901,"X2"
"EX11","2021-10-12 12:31:39","no_flow",23.4209653651726,"X4"
"EX2","2021-10-12 12:16:57","no_flow",23.3737879506053,"X4"
"EX16","2021-07-23 07:22:18","no_flow",24.1233846487297,"X4"
"EX36","2021-09-03 09:30:56","wt",10.6044344077315,"X8"
"EX58","2021-10-22 09:38:54","no_flow",9.92822479893395,"X8"
"EX54","2021-09-28 08:00:56","no_flow",13.9907243866709,"X1"
"EX23","2021-09-15 11:11:58","no_flow",14.6983856051799,"X1"
"EX6","2021-09-18 11:46:33","no_flow",3.40725771874713,"X3"
"EX48","2021-09-28 08:26:46","no_flow",NA,"X5"
"EX60","2021-06-11 10:37:00","flow",14.7141114100357,"X2"
"EX69","2021-10-20 13:31:27","no_flow",11.7157246175382,"X2"
"EX42","2021-09-21 12:40:39","no_flow",10.247982831001,"X8"
"EX21","2021-07-23 07:37:41","no_flow",NA,"X5"
"X13","2021-10-13 13:11:47","flow",NA,"X5"
"X14","2021-10-19 08:52:00","flow",11.8415310563843,"X2"
"EX56","2021-09-28 09:52:14","no_flow",9.35685388917482,"X8"
"EX16","2021-09-03 09:09:53","no_flow",24.3749975264218,"X4"
"EX38","2021-08-26 11:40:25","no_flow",4.29838666057331,"X7"
"EX25","2021-09-21 10:22:24","flow",2.34314492350764,"X6"
"EX15","2021-08-10 09:12:33","no_flow",5.08467690336111,"X7"
"EX38","2021-09-07 11:25:20","no_flow",1.76129014384467,"X6"
"EX48","2021-08-10 11:23:02","no_flow",NA,"X5"
"EX50","2021-10-22 09:57:18","flow",17.2931434063797,"X1"
"EX11","2021-08-26 10:14:59","no_flow",NA,"X3"
"X12","2021-09-18 11:58:44","no_flow",12.9266115914314,"X2"
"X11","2021-09-28 10:14:14","no_flow",2.97217711773788,"X3"
"EX34","2021-09-21 12:59:50","no_flow",6.38991870638885,"X7"
"EX15","2021-10-22 08:17:38","wt",NA,"X5"
"EX66","2021-09-21 12:33:55","flow",6.34274129182158,"X7"
"X7","2021-09-07 08:35:24","no_flow",9.90725705912628,"X8"
"EX65","2021-09-15 12:15:18","no_flow",11.5532246340287,"X2"
"EX17","2021-09-18 11:52:38","no_flow",24.4850781604121,"X4"
"EX12","2021-09-18 12:09:30","no_flow",NA,"X5"
"EX63","2021-06-11 10:29:54","flow",12.0983858690283,"X8"
"EX24","2021-09-28 09:39:09","no_flow",11.8258052515285,"X2"
"EX48","2021-10-22 09:48:32","wt",NA,"X5"
"EX37","2021-09-07 11:26:18","no_flow",3.43870932845864,"X7"
"X4","2021-10-12 11:06:47","wt",14.6459662556608,"X1"
"EX71","2021-08-10 11:56:33","no_flow",4.94838659461122,"X7"
"EX23","2021-09-28 09:38:03","no_flow",9.33064421441522,"X8"
"EX31","2021-09-21 13:04:47","no_flow",13.1362889895082,"X2"
"X1","2021-08-18 11:01:16","flow",NA,"X5"
"EX33","2021-08-26 11:38:21","wt",NA,"X5"
"EX56","2021-09-07 09:00:34","no_flow",3.8475802547083,"X7"
"EX67","2021-09-28 10:08:02","no_flow",22.7447557563751,"X4"
"EX73","2021-09-07 11:02:03","no_flow",3.62741898672772,"X7"
"EX31","2021-07-23 07:58:55","no_flow",NA,"X5"
"X12","2021-10-13 12:32:22","no_flow",NA,"X5"
"X12","2021-07-28 10:27:27","no_flow",18.1266110637347,"X2"
"X7","2021-10-13 10:15:30","flow",16.2971757655151,"X2"
"EX50","2021-08-06 11:50:38","flow",NA,"X6"
"EX32","2021-09-28 08:30:57","no_flow",22.7657234961828,"X4"
"EX66","2021-08-18 09:17:43","flow",5.52499943932227,"X7"
"EX3","2021-09-03 09:17:06","no_flow",NA,"X5"
"EX23","2021-08-06 10:20:35","flow",NA,"X4"
"EX34","2021-09-28 08:29:40","no_flow",NA,"X5"
"EX25","2021-10-20 13:34:52","wt",3.2028222556223,"X3"
"EX20","2021-06-02 12:12:56","no_flow",14.3157243536899,"X1"
"X2","2021-08-18 09:14:48","flow",26.0733844508434,"X4"
"EX42","2021-10-12 13:13:50","no_flow",5.48306395970692,"X7"
"X3","2021-10-22 10:57:33","flow",1.52540307100833,"X6"
"EX27","2021-08-18 07:42:59","flow",NA,"X5"
"EX34","2021-09-28 08:29:40","no_flow",9.32016034451139,"X8"
"EX40","2021-07-23 08:33:17","no_flow",3.33387062942027,"X7"
"X15","2021-09-18 12:46:40","wt",NA,"X5"
"EX54","2021-08-26 11:21:50","no_flow",NA,"X3"
"EX67","2021-09-15 13:04:05","no_flow",2.63145134586317,"X7"
"EX57","2021-08-26 12:52:03","wt",10.4314505543181,"X8"
"EX50","2021-07-23 09:01:43","flow",10.4995957086931,"X8"
"X2","2021-09-02 12:08:33","flow",10.4576602290777,"X8"
"EX51","2021-06-11 11:34:29","wt",NA,"X5"
"EX39","2021-10-22 11:09:59","wt",24.3749975264218,"X4"
"EX52","2021-09-21 11:03:29","wt",2.33266105360381,"X6"
"EX52","2021-10-22 09:21:32","no_flow",9.94919253874163,"X8"
"EX9","2021-10-20 13:13:15","no_flow",3.20806419057422,"X3"
"X4","2021-09-28 10:06:56","no_flow",1.94475786716182,"X6"
"EX56","2021-09-03 08:36:02","no_flow",12.5491922748933,"X2"
"X8","2021-08-18 07:18:24","flow",26.1153199304588,"X4"
"EX33","2021-08-26 11:38:21","wt",15.851611294602,"X1"
"X1","2021-09-08 09:18:07","flow",NA,"X5"
"X2","2021-10-13 11:54:21","flow",NA,"X5"
"EX2","2021-09-28 09:21:28","no_flow",5.1947575373514,"X7"
"EX67","2021-10-13 11:57:48","flow",29.5854808686289,"X1"
"EX38","2021-06-11 09:03:49","wt",NA,"X6"
"EX26","2021-07-23 07:52:36","wt",NA,"X6"
"EX30","2021-06-02 13:12:15","wt",NA,"X6"
"EX50","2021-09-07 10:23:12","flow",3.7637092954776,"X7"
"EX31","2021-08-06 13:00:03","wt",NA,"X4"
"EX46","2021-09-03 09:54:39","no_flow",NA,"X5"
"X7","2021-10-20 13:24:04","no_flow",3.18185451581463,"X3"
"EX21","2021-10-20 13:27:54","no_flow",23.1064492680575,"X4"
"X9","2021-07-28 09:34:24","flow",36.4628995255462,"X4"
"EX41","2021-09-15 12:16:08","no_flow",14.7088694750838,"X1"
"EX46","2021-10-13 11:46:54","no_flow",29.6745937628116,"X1"
"EX22","2021-07-23 07:37:53","wt",10.5467731232604,"X8"
"X8","2021-08-18 07:18:24","flow",NA,"X3"
"EX69","2021-07-23 07:42:25","no_flow",24.0971749739701,"X4"
"EX52","2021-10-20 13:37:36","no_flow",14.2004017847477,"X1"
"EX55","2021-08-26 12:54:40","no_flow",12.5491922748933,"X2"
"EX42","2021-10-22 11:04:28","no_flow",9.91774092903012,"X8"
"EX54","2021-08-10 10:04:36","no_flow",16.9891111791684,"X1"
"X11","2021-10-13 12:11:25","flow",3.50685448283359,"X6"
"X3","2021-09-28 10:08:50","flow",2.97217711773788,"X3"
"EX33","2021-10-20 12:40:21","no_flow",14.2370953294111,"X1"
"X13","2021-10-20 13:17:03","wt",9.61370870181883,"X8"
"EX27","2021-08-18 07:42:59","flow",11.4798375447019,"X8"
"EX30","2021-07-23 09:18:37","wt",NA,"X5"
"EX5","2021-09-21 09:19:53","wt",2.32741911865189,"X6"
"X8","2021-08-26 09:28:24","wt",10.4157247494624,"X8"
"X6","2021-09-18 12:15:46","flow",24.4745942905082,"X4"
"EX34","2021-10-13 12:34:48","flow",15.4374984334005,"X2"
"EX11","2021-10-22 09:03:01","no_flow",9.95443447369354,"X8"
"EX26","2021-06-02 12:44:28","wt",4.59193501788075,"X7"
"EX59","2021-10-12 12:54:26","flow",NA,"X5"
"X14","2021-10-22 09:50:41","flow",NA,"X3"
"EX27","2021-10-22 09:18:28","no_flow",9.93346673388587,"X8"
"EX23","2021-08-10 09:36:45","no_flow",5.08991883831302,"X7"
"X4","2021-09-15 12:26:50","no_flow",3.0036287274494,"X3"
"EX34","2021-08-18 08:50:21","no_flow",26.0733844508434,"X4"
"EX36","2021-09-03 09:30:56","wt",15.3798371489294,"X1"
"EX72","2021-08-10 11:21:21","no_flow",12.9633051360949,"X2"
"EX21","2021-06-02 12:02:10","no_flow",4.5499995382654,"X7"
"EX7","2021-08-18 06:45:24","no_flow",26.1624973450261,"X4"
"EX42","2021-08-26 11:54:56","no_flow",12.564918079749,"X2"
"X5","2021-07-23 09:09:19","no_flow",10.4995957086931,"X8"
"EX34","2021-10-20 12:42:30","no_flow",NA,"X5"
"EX73","2021-07-23 09:33:08","no_flow",3.19758032067039,"X7"
"EX31","2021-08-18 08:31:46","no_flow",NA,"X3"
"EX61","2021-09-07 09:14:39","no_flow",2.9774190526898,"X3"
"EX62","2021-06-11 10:18:48","no_flow",14.7455630197472,"X2"
"X15","2021-09-01 12:17:54","wt",NA,"X6"
"EX21","2021-08-26 10:10:35","no_flow",12.5858858195567,"X2"
"EX22","2021-10-12 12:30:34","no_flow",23.4209653651726,"X4"
"EX35","2021-10-12 13:20:34","no_flow",NA,"X5"
"X7","2021-10-13 10:15:30","flow",27.2790294897847,"X4"
"EX5","2021-10-13 09:57:57","flow",32.3112870436267,"X1"
"EX32","2021-08-18 08:36:52","flow",NA,"X6"
"EX39","2021-10-20 12:37:50","no_flow",5.34677365095704,"X7"
"EX42","2021-09-21 12:40:39","no_flow",NA,"X5"
"EX37","2021-09-21 12:55:17","no_flow",NA,"X4"
"EX57","2021-10-22 09:34:49","wt",NA,"X5"
"X3","2021-09-15 12:17:33","flow",NA,"X5"
"X14","2021-10-13 11:42:12","flow",15.5423371324388,"X2"
"EX33","2021-09-15 12:04:57","no_flow",2.69959650023811,"X6"
"X3","2021-10-15 12:25:57","flow",1.93427399725799,"X6"
"EX17","2021-09-07 08:46:38","no_flow",NA,"X5"
"EX10","2021-09-21 09:37:15","no_flow",10.3213699203279,"X8"
"EX48","2021-06-11 11:28:07","wt",5.26814462667826,"X7"
"EX11","2021-07-23 07:43:18","no_flow",1.78225788365235,"X3"
"X5","2021-09-21 11:42:23","wt",18.7346755181573,"X1"
"EX46","2021-10-12 12:59:49","no_flow",3.08749968668009,"X3"
"EX46","2021-09-18 12:28:48","no_flow",6.17499937336019,"X7"
"EX52","2021-10-12 12:40:35","no_flow",1.45725791663339,"X6"
"EX28","2021-10-12 12:35:46","no_flow",9.46693452316511,"X8"
"EX58","2021-06-02 13:43:49","no_flow",18.367740071523,"X4"
"EX35","2021-08-06 12:45:53","no_flow",5.6455639432164,"X7"
"X9","2021-09-21 11:34:40","flow",2.30120944389229,"X6"
"EX65","2021-09-15 12:15:18","no_flow",2.92499970317062,"X3"
"EX42","2021-07-23 08:35:54","no_flow",24.0342717545471,"X4"
"X15","2021-08-10 11:27:34","wt",NA,"X5"
"EX57","2021-08-10 10:42:37","wt",1.65120950985438,"X3"
"EX39","2021-08-18 09:02:22","flow",5.01128981403424,"X7"
"EX57","2021-08-10 10:42:37","wt",12.9213696564795,"X2"
"EX6","2021-08-18 06:33:43","no_flow",5.02177368393808,"X7"
"EX57","2021-06-02 13:32:08","no_flow",NA,"X6"
"X1","2021-07-28 11:04:58","flow",17.3245950160912,"X2"
"EX16","2021-09-21 09:25:21","wt",2.31693524874805,"X6"
"X11","2021-09-18 12:30:51","wt",6.15927356850443,"X7"
"EX12","2021-09-02 13:05:17","no_flow",3.50685448283359,"X3"
"EX65","2021-09-28 10:12:09","no_flow",2.97217711773788,"X3"
"EX63","2021-09-07 09:13:23","no_flow",9.90725705912628,"X8"
"EX20","2021-10-12 12:27:15","no_flow",NA,"X5"
"EX34","2021-09-03 09:27:12","no_flow",3.24475773523765,"X3"
"EX25","2021-09-15 11:22:12","no_flow",14.6826598003242,"X1"
"EX72","2021-10-20 13:52:04","no_flow",11.7209665524901,"X2"
"EX39","2021-09-15 12:09:10","wt",22.6713686670482,"X4"
"EX73","2021-10-13 11:58:30","no_flow",3.54878996244894,"X6"
"X6","2021-08-18 07:44:09","flow",19.6887076794065,"X1"
"EX13","2021-09-15 10:50:00","no_flow",2.90403196336294,"X3"
"X9","2021-10-13 10:57:06","flow",12.6173374292682,"X8"
"EX24","2021-10-13 10:14:39","flow",3.69556414110266,"X6"
"EX30","2021-10-20 13:44:19","wt",5.33104784610128,"X7"
"EX50","2021-08-10 11:20:48","flow",10.7197569766737,"X8"
"X8","2021-10-15 11:15:41","flow",17.722982072437,"X1"
"EX22","2021-09-18 12:10:53","wt",12.889918046768,"X2"
"EX4","2021-09-18 11:42:23","no_flow",NA,"X5"
"EX48","2021-10-22 09:48:32","wt",1.56733855062368,"X6"
"EX14","2021-08-26 09:33:23","no_flow",4.64435436739994,"X7"
"EX72","2021-07-23 09:03:51","no_flow",NA,"X6"
"EX57","2021-09-03 10:04:39","no_flow",3.24999967018957,"X3"
"EX23","2021-10-20 13:22:51","no_flow",9.58749902705924,"X8"
"EX63","2021-09-28 09:58:50","no_flow",NA,"X5"
"EX61","2021-10-22 09:32:39","no_flow",5.91814456071617,"X7"
"EX3","2021-10-13 09:56:04","no_flow",NA,"X5"
"EX12","2021-09-18 12:09:30","no_flow",17.4504014549372,"X1"
"EX22","2021-10-13 10:20:21","flow",16.2499983509479,"X2"
"X2","2021-10-20 12:26:43","no_flow",11.7262084874421,"X2"
"EX7","2021-09-18 11:41:39","no_flow",NA,"X5"
"EX34","2021-09-28 08:29:40","no_flow",5.18951560239948,"X7"
"X4","2021-09-28 10:06:56","no_flow",NA,"X5"
"EX19","2021-09-15 11:18:36","no_flow",22.6556428621925,"X4"
"EX34","2021-09-21 12:59:50","no_flow",13.1362889895082,"X2"
"X13","2021-09-18 11:56:02","flow",NA,"X5"
"EX15","2021-09-21 09:26:52","flow",13.1991922089312,"X2"
"EX24","2021-09-07 08:37:47","no_flow",9.90725705912628,"X8"
"EX2","2021-08-26 08:59:27","no_flow",NA,"X6"
"EX3","2021-10-13 09:56:04","no_flow",8.50766042696399,"X7"
"EX11","2021-10-12 12:31:39","no_flow",NA,"X5"
"X12","2021-10-19 11:20:26","no_flow",NA,"X5"
"EX3","2021-09-15 10:54:40","no_flow",22.6346751223848,"X4"
"EX62","2021-09-15 12:43:17","no_flow",NA,"X5"
"EX15","2021-08-10 09:12:33","no_flow",NA,"X5"
"X8","2021-09-28 09:26:29","no_flow",5.17903173249564,"X7"
"EX13","2021-10-20 12:52:04","no_flow",11.7262084874421,"X2"
"EX9","2021-08-06 09:38:39","no_flow",NA,"X4"
"EX33","2021-08-06 12:49:22","flow",14.0850792158055,"X2"
"X6","2021-08-06 10:57:20","flow",NA,"X6"
"X15","2021-08-11 08:07:14","flow",12.6225793642201,"X2"
"X14","2021-09-03 09:51:40","flow",12.5282245350856,"X2"
"EX58","2021-06-02 13:43:49","no_flow",NA,"X6"
"EX49","2021-09-03 09:48:19","flow",15.3431436042659,"X1"
"EX20","2021-09-15 11:16:42","no_flow",14.6826598003242,"X1"
"X9","2021-08-18 09:46:49","flow",NA,"X5"
"X11","2021-10-12 13:15:44","no_flow",NA,"X5"
